company;ano;mes;valorNota;valorTotalFaturamento
c36ca8cef2aaa896eda0383a1a1af7df8b084b24e56c1e8c5c386d356ff3689d;2021;8;53463.1275;53463.1275
2c84739a7a4fd0e758c8791745241b4106858e96ff4e14617373ee0b27f43e0d;2021;8;44867.3325;44867.3325
a200243480bba58b5829832c266f8d9657994468d5a9bf4513a43789b4cd3422;2021;8;1177155.5325;1177155.5325
392ef1fb920cb300db67553e381e82657e6ae401ebeb987f1e19ea1ec1f6afe1;2021;8;83967.8775;83967.8775
a255cabc2e42f0bce1cc1636bcdc938064a4b347194cdbb17004586d1124f3bd;2021;8;43606.365;43606.365
4329f65347af6d9e9ea48bfa380843a3581ffd9a42c65270101284e8cabb1b15;2021;8;19682.8575;19682.8575
a2ff02c6fa90fabd4b6bc0a51fbe50a5c1c1c4c8fc2e694b51a35ddd5d0a43a4;2021;8;10177.1775;10177.1775
37956109bf722b8417155c01783625e441550c09e0fc1d91dd6bf983453ace35;2021;8;298950.555;298950.555
6e63340d51a92f6f6688f3ffec18a3df14f0976232b975ece415669674b2baaa;2021;8;12406.3725;12406.3725
40733f05df1c2b6e8cbe0a27dd918ec7fb0ef831c37aaaed90bcc2de521e12e3;2021;8;492526.305;492526.305
6f3dbd28708af1ddbfbe650c741aed5b9924a26a492ae1f7a515ff0490f49bf8;2021;8;77190.51;77190.51
2dd7bca402c55d23997f8b33f2cf08be6172cbcc8a39a7cb480a006093edcb2a;2021;8;117720.7275;117720.7275
cebf4828a0e9fadd6fb829ebc919069a82eb7bb7589c6a0302dd350813d63d39;2021;8;38314.0425;38314.0425
7a9d80e4e2dfd3b504299cfc251823bab434efd6a81ff0d67b7fb805a9c71aff;2021;8;3836959.755;3836959.755
261e7698ac0ed1bcc42b495c14348db83fdb698e924d16dc92273910479fb282;2021;8;376617.8325;376617.8325
7afa0f8b13d416bad28fbf008ef89ceef78bb68bd19bca7814c400c0d3698848;2021;8;478874.0025;478874.0025
654e16633394f9d98a60151a6221cb49282d5b178a338c816bcf7ce3ed2e645d;2021;8;76774.275;76774.275
daf287c1a089a45168d2d09c081c2ec78d27a96828e509ccd61958ea9e4fa876;2021;8;140143.2075;140143.2075
03a56b531eaac4c1676868c4b41fec509a6533e424eeab0da581ec554a1f6c81;2021;8;127496.22;127496.22
fde1d4640db25c634a26baf70376b7817765e0e53ee972e7d359a23e10ba00f7;2021;8;23210.22;23210.22
6c65392df906255b7c79c1b887802bc922f818200db8c76ec53c1a76f5143b47;2021;8;107379.0825;107379.0825
f3ccb4c601296c5eb68b82ea48b440ee8dfa35fd6bc169657d4a6a8fba3c3fff;2021;8;198869.8725;198869.8725
e08334fc83e0a68caff92b234101093144ea6af3c86edb14e5e0bb74bc2ca194;2021;8;33469.8375;33469.8375
fde1d4640db25c634a26baf70376b7817765e0e53ee972e7d359a23e10ba00f7;2021;8;23210.22;23210.22
0b4bfb7277f2d169e7c3b6fd22656e818ac6e1c4ccc8d35dff2ede68fe155425;2021;8;166392.27;166392.27
6804ebaffa50ed076556c65f8b1a3184ff16eca1588f6b2428c9242f1f13252a;2021;8;223568.7;223568.7
b6ff24d53c30e7381676dbb2e3d4cbe492739770507128797243995a630fe035;2021;8;844718.94;844718.94
02b86ffdcb29acfa21d048e795c652ca778fe05422b6c90a95e3ad2f1020d933;2021;8;137771.295;137771.295
dbc0289b7764004ee9fecfb8101ca963bb227f06b45ee5d493b41da2eab885b4;2021;8;29264.205;29264.205
4f3127408ba23b9ad93d27baa364e51c116045a811ac96d75769dcd8f6b8d8c6;2021;8;3389358.705;3389358.705
